,Unnamed: 0,Unnamed: 0.1,actor_1_name,actor_2_name,actor_3_name,comb,director_name,genres,movie_title
122,122.0,122.0,Tom Cruise,Jeremy Renner,Sean Harris,Tom Cruise Jeremy Renner Sean Harris Christopher McQuarrie Action Adventure Thriller,Christopher McQuarrie,Action Adventure Thriller,mission: impossible - rogue nation
123,123.0,123.0,Anthony Hopkins,Simon Merrells,Art Malik,Anthony Hopkins Simon Merrells Art Malik Joe Johnston Drama Fantasy Horror Thriller,Joe Johnston,Drama Fantasy Horror Thriller,the wolfman
124,124.0,124.0,Christoph Waltz,Alexander Skarsgård,Casper Crump,Christoph Waltz Alexander Skarsgård Casper Crump David Yates Action Adventure Drama Romance,David Yates,Action Adventure Drama Romance,the legend of tarzan
125,125.0,125.0,Matthew Broderick,Oprah Winfrey,Rip Torn,Matthew Broderick Oprah Winfrey Rip Torn Steve Hickner Adventure Animation Comedy Family,Steve Hickner,Adventure Animation Comedy Family,bee movie
126,126.0,126.0,Angelina Jolie Pitt,Gary Oldman,Mike Bell,Angelina Jolie Pitt Gary Oldman Mike Bell Jennifer Yuh Nelson Action Adventure Animation Comedy Family,Jennifer Yuh Nelson,Action Adventure Animation Comedy Family,kung fu panda 2
127,127.0,127.0,Seychelle Gabriel,Noah Ringer,Aasif Mandvi,Seychelle Gabriel Noah Ringer Aasif Mandvi M. Night Shyamalan Action Adventure Family Fantasy,M. Night Shyamalan,Action Adventure Family Fantasy,the last airbender
128,128.0,128.0,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,Philip Seymour Hoffman Tom Cruise Eddie Marsan J.J. Abrams Action Adventure Thriller,J.J. Abrams,Action Adventure Thriller,mission: impossible iii
129,129.0,129.0,Channing Tatum,Jake Weber,Matt Craven,Channing Tatum Jake Weber Matt Craven Roland Emmerich Action Drama Thriller,Roland Emmerich,Action Drama Thriller,white house down
130,130.0,130.0,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Elisabeth Harnois Dan Fogler Tom Everett Scott Simon Wells Action Adventure Animation Comedy Family Sci-Fi,Simon Wells,Action Adventure Animation Comedy Family Sci-Fi,mars needs moms
131,131.0,131.0,Hugh Jackman,Kate Winslet,David Suchet,Hugh Jackman Kate Winslet David Suchet David Bowers Adventure Animation Comedy Family,David Bowers,Adventure Animation Comedy Family,flushed away
132,132.0,132.0,Ty Burrell,Zach Callison,Karan Brar,Ty Burrell Zach Callison Karan Brar Rob Minkoff Adventure Animation Comedy Family Sci-Fi,Rob Minkoff,Adventure Animation Comedy Family Sci-Fi,mr. peabody & sherman
133,133.0,133.0,Brad Pitt,Orlando Bloom,Julian Glover,Brad Pitt Orlando Bloom Julian Glover Wolfgang Petersen Adventure,Wolfgang Petersen,Adventure,troy
134,134.0,134.0,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Jada Pinkett Smith Martin Short Cedric the Entertainer Eric Darnell Adventure Animation Comedy Family,Eric Darnell,Adventure Animation Comedy Family,madagascar 3: europe's most wanted
135,135.0,135.0,Toby Stephens,Colin Salmon,Rick Yune,Toby Stephens Colin Salmon Rick Yune Lee Tamahori Action Adventure Thriller,Lee Tamahori,Action Adventure Thriller,die another day
136,136.0,136.0,Bruce Willis,Steve Buscemi,Will Patton,Bruce Willis Steve Buscemi Will Patton Michael Bay Action Adventure Sci-Fi Thriller,Michael Bay,Action Adventure Sci-Fi Thriller,armageddon
137,137.0,137.0,Will Smith,Rosario Dawson,Rip Torn,Will Smith Rosario Dawson Rip Torn Barry Sonnenfeld Action Adventure Comedy Family Fantasy Mystery Sci-Fi,Barry Sonnenfeld,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,men in black ii
138,138.0,138.0,Robin Wright,Anthony Hopkins,Sebastian Roché,Robin Wright Anthony Hopkins Sebastian Roché Robert Zemeckis Action Adventure Animation Fantasy,Robert Zemeckis,Action Adventure Animation Fantasy,beowulf
139,139.0,139.0,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,J.K. Simmons Angelina Jolie Pitt Wayne Knight Alessandro Carloni Action Adventure Animation Comedy Family,Alessandro Carloni,Action Adventure Animation Comedy Family,kung fu panda 3
140,140.0,140.0,Tom Cruise,Jeremy Renner,Michael Nyqvist,Tom Cruise Jeremy Renner Michael Nyqvist Brad Bird Action Adventure Thriller,Brad Bird,Action Adventure Thriller,mission: impossible - ghost protocol
141,141.0,141.0,Hugh Jackman,Kamil McFadden,Khamani Griffin,Hugh Jackman Kamil McFadden Khamani Griffin Peter Ramsey Adventure Animation Family Fantasy,Peter Ramsey,Adventure Animation Family Fantasy,rise of the guardians
142,142.0,142.0,John Michael Higgins,Richard Burgi,David Herman,John Michael Higgins Richard Burgi David Herman Dean Parisot Comedy Crime,Dean Parisot,Comedy Crime,fun with dick and jane
143,143.0,143.0,Tom Cruise,Tony Goldwyn,Chad Lindberg,Tom Cruise Tony Goldwyn Chad Lindberg Edward Zwick Action Drama History War,Edward Zwick,Action Drama History War,the last samurai
144,144.0,144.0,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,Chris Hemsworth Leonard Nimoy Bruce Greenwood J.J. Abrams Action Adventure Sci-Fi,J.J. Abrams,Action Adventure Sci-Fi,star trek
145,145.0,145.0,J.K. Simmons,James Franco,Kirsten Dunst,J.K. Simmons James Franco Kirsten Dunst Sam Raimi Action Adventure Fantasy Romance,Sam Raimi,Action Adventure Fantasy Romance,spider-man
146,146.0,146.0,Gerard Butler,Djimon Hounsou,America Ferrera,Gerard Butler Djimon Hounsou America Ferrera Dean DeBlois Action Adventure Animation Comedy Family Fantasy,Dean DeBlois,Action Adventure Animation Comedy Family Fantasy,how to train your dragon 2
147,147.0,147.0,Gerard Butler,Elodie Yung,Bryan Brown,Gerard Butler Elodie Yung Bryan Brown Alex Proyas Action Adventure Fantasy,Alex Proyas,Action Adventure Fantasy,gods of egypt
148,148.0,148.0,Sam Shepard,Joe Morton,Richard Roxburgh,Sam Shepard Joe Morton Richard Roxburgh Rob Cohen Action Adventure Sci-Fi Thriller,Rob Cohen,Action Adventure Sci-Fi Thriller,stealth
149,149.0,149.0,Matt Frewer,Billy Crudup,Stephen McHattie,Matt Frewer Billy Crudup Stephen McHattie Zack Snyder Action Drama Mystery Sci-Fi,Zack Snyder,Action Drama Mystery Sci-Fi,watchmen
150,150.0,150.0,Jet Li,Rene Russo,Darlene Love,Jet Li Rene Russo Darlene Love Richard Donner Action Crime Thriller,Richard Donner,Action Crime Thriller,lethal weapon 4
151,151.0,151.0,Kevin Rankin,Regi Davis,Celia Weston,Kevin Rankin Regi Davis Celia Weston Ang Lee Action Sci-Fi,Ang Lee,Action Sci-Fi,hulk
152,152.0,152.0,Channing Tatum,Dwayne Johnson,Elodie Yung,Channing Tatum Dwayne Johnson Elodie Yung Jon M. Chu Action Adventure Sci-Fi Thriller,Jon M. Chu,Action Adventure Sci-Fi Thriller,g.i. joe: retaliation
153,153.0,153.0,Steve Buscemi,Ming-Na Wen,Jean Simmons,Steve Buscemi Ming-Na Wen Jean Simmons Hironobu Sakaguchi Action Adventure Animation Fantasy Romance Sci-Fi,Hironobu Sakaguchi,Action Adventure Animation Fantasy Romance Sci-Fi,final fantasy: the spirits within
154,154.0,154.0,Chris Evans,Dominic Cooper,Hayley Atwell,Chris Evans Dominic Cooper Hayley Atwell Joe Johnston Action Adventure Sci-Fi,Joe Johnston,Action Adventure Sci-Fi,captain america: the first avenger
155,155.0,155.0,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Michael Apted Action Adventure Thriller,Michael Apted,Action Adventure Thriller,the world is not enough
156,156.0,156.0,James D'Arcy,Lee Ingleby,David Threlfall,James D'Arcy Lee Ingleby David Threlfall Peter Weir Action Adventure Drama History War,Peter Weir,Action Adventure Drama History War,master and commander: the far side of the world
157,157.0,157.0,Robin Williams,Brad Pitt,Common,Robin Williams Brad Pitt Common George Miller Animation Comedy Family Musical,George Miller,Animation Comedy Family Musical,happy feet 2
158,158.0,158.0,Ty Burrell,Peter Mensah,William Hurt,Ty Burrell Peter Mensah William Hurt Louis Leterrier Action Adventure Sci-Fi,Louis Leterrier,Action Adventure Sci-Fi,the incredible hulk
159,159.0,159.0,Don Johnson,Philip Michael Thomas,John Diehl,Don Johnson Philip Michael Thomas John Diehl unknown Action Crime Drama Mystery Thriller,unknown,Action Crime Drama Mystery Thriller,miami vice            
160,160.0,160.0,Mark Rylance,Penelope Wilton,Rafe Spall,Mark Rylance Penelope Wilton Rafe Spall Steven Spielberg Adventure Family Fantasy,Steven Spielberg,Adventure Family Fantasy,the bfg
161,161.0,161.0,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Leonardo DiCaprio Tom Hardy Lukas Haas Alejandro G. Iñárritu Adventure Drama Thriller Western,Alejandro G. Iñárritu,Adventure Drama Thriller Western,the revenant
162,162.0,162.0,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Ryan Reynolds Snoop Dogg Ben Schwartz David Soren Adventure Animation Comedy Family Sport,David Soren,Adventure Animation Comedy Family Sport,turbo
163,163.0,163.0,Johnny Depp,Ray Winstone,Stephen Root,Johnny Depp Ray Winstone Stephen Root Gore Verbinski Adventure Animation Comedy Family Western,Gore Verbinski,Adventure Animation Comedy Family Western,rango
164,164.0,164.0,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Benedict Cumberbatch Annet Mahendru Andy Richter Eric Darnell Adventure Animation Comedy Family,Eric Darnell,Adventure Animation Comedy Family,penguins of madagascar
165,165.0,165.0,Matt Damon,Edgar Ramírez,Albert Finney,Matt Damon Edgar Ramírez Albert Finney Paul Greengrass Action Mystery Thriller,Paul Greengrass,Action Mystery Thriller,the bourne ultimatum
166,166.0,166.0,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Angelina Jolie Pitt Wayne Knight Dan Fogler Mark Osborne Action Adventure Animation Comedy Family,Mark Osborne,Action Adventure Animation Comedy Family,kung fu panda
167,167.0,167.0,Judy Greer,Hayley Atwell,T.I.,Judy Greer Hayley Atwell T.I. Peyton Reed Action Adventure Comedy Sci-Fi,Peyton Reed,Action Adventure Comedy Sci-Fi,ant-man
168,168.0,168.0,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Francis Lawrence Adventure Sci-Fi Thriller,Francis Lawrence,Adventure Sci-Fi Thriller,the hunger games: catching fire
169,169.0,169.0,Robert Pattinson,Kristen Stewart,Taylor Lautner,Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon Adventure Drama Fantasy Romance,Bill Condon,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2
170,170.0,170.0,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Tom Cruise Lisa Ann Walter Rick Gonzalez Steven Spielberg Adventure Sci-Fi Thriller,Steven Spielberg,Adventure Sci-Fi Thriller,war of the worlds
171,171.0,171.0,Will Smith,Henry Rollins,Jordi Mollà,Will Smith Henry Rollins Jordi Mollà Michael Bay Action Comedy Crime Thriller,Michael Bay,Action Comedy Crime Thriller,bad boys ii
172,172.0,172.0,Salma Hayek,Constance Marie,Amy Sedaris,Salma Hayek Constance Marie Amy Sedaris Chris Miller Action Adventure Animation Comedy Family Fantasy,Chris Miller,Action Adventure Animation Comedy Family Fantasy,puss in boots
173,173.0,173.0,Angelina Jolie Pitt,Andre Braugher,August Diehl,Angelina Jolie Pitt Andre Braugher August Diehl Phillip Noyce Action Crime Mystery Thriller,Phillip Noyce,Action Crime Mystery Thriller,salt
174,174.0,174.0,Anthony Hopkins,Emma Watson,Logan Lerman,Anthony Hopkins Emma Watson Logan Lerman Darren Aronofsky Action Adventure Drama,Darren Aronofsky,Action Adventure Drama,noah
175,175.0,175.0,Toby Jones,Mackenzie Crook,Tony Curran,Toby Jones Mackenzie Crook Tony Curran Steven Spielberg Action Adventure Family Mystery,Steven Spielberg,Action Adventure Family Mystery,the adventures of tintin
176,176.0,176.0,Daniel Radcliffe,Gary Oldman,Rupert Grint,Daniel Radcliffe Gary Oldman Rupert Grint Alfonso Cuarón Adventure Family Fantasy Mystery,Alfonso Cuarón,Adventure Family Fantasy Mystery,harry potter and the prisoner of azkaban
177,177.0,177.0,Essie Davis,Bryan Brown,Eddie Baroo,Essie Davis Bryan Brown Eddie Baroo Baz Luhrmann Adventure Drama Romance War,Baz Luhrmann,Adventure Drama Romance War,australia
178,178.0,178.0,Will Smith,Zoë Kravitz,Glenn Morshower,Will Smith Zoë Kravitz Glenn Morshower M. Night Shyamalan Action Adventure Sci-Fi,M. Night Shyamalan,Action Adventure Sci-Fi,after earth
179,179.0,179.0,Alfre Woodard,D.B. Sweeney,Della Reese,Alfre Woodard D.B. Sweeney Della Reese Eric Leighton Adventure Animation Family Thriller,Eric Leighton,Adventure Animation Family Thriller,dinosaur
180,180.0,180.0,Rupert Grint,Dave Legeno,Ralph Ineson,Rupert Grint Dave Legeno Ralph Ineson Matt Birch Action Fantasy,Matt Birch,Action Fantasy,harry potter and the deathly hallows: part ii
181,181.0,181.0,Robin Williams,Rami Malek,Steve Coogan,Robin Williams Rami Malek Steve Coogan Shawn Levy Adventure Comedy Family Fantasy,Shawn Levy,Adventure Comedy Family Fantasy,night at the museum: secret of the tomb
182,182.0,182.0,J.K. Simmons,Brad Pitt,Will Ferrell,J.K. Simmons Brad Pitt Will Ferrell Tom McGrath Action Animation Comedy Family Sci-Fi,Tom McGrath,Action Animation Comedy Family Sci-Fi,megamind
183,183.0,183.0,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Daniel Radcliffe Fiona Shaw Verne Troyer Chris Columbus Adventure Family Fantasy,Chris Columbus,Adventure Family Fantasy,harry potter and the sorcerer's stone
184,184.0,184.0,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Ryan Reynolds Jeff Bridges Stephanie Szostak Robert Schwentke Action Comedy Fantasy,Robert Schwentke,Action Comedy Fantasy,r.i.p.d.
185,185.0,185.0,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Hideaki Anno Action Adventure Drama Horror Sci-Fi,Hideaki Anno,Action Adventure Drama Horror Sci-Fi,godzilla resurgence
186,186.0,186.0,Johnny Depp,Orlando Bloom,Jack Davenport,Johnny Depp Orlando Bloom Jack Davenport Gore Verbinski Action Adventure Fantasy,Gore Verbinski,Action Adventure Fantasy,pirates of the caribbean: the curse of the black pearl
187,187.0,187.0,Rupert Grint,Toby Jones,Alfred Enoch,Rupert Grint Toby Jones Alfred Enoch Matt Birch Fantasy,Matt Birch,Fantasy,harry potter and the deathly hallows: part i
188,188.0,188.0,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Francis Lawrence Adventure Sci-Fi Thriller,Francis Lawrence,Adventure Sci-Fi Thriller,the hunger games: mockingjay - part 1
189,189.0,189.0,Tom Hanks,Seth Gabel,Jürgen Prochnow,Tom Hanks Seth Gabel Jürgen Prochnow Ron Howard Mystery Thriller,Ron Howard,Mystery Thriller,the da vinci code
190,190.0,190.0,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Miguel Ferrer Rachel Crow Jeffrey Garcia Carlos Saldanha Adventure Animation Comedy Family Musical,Carlos Saldanha,Adventure Animation Comedy Family Musical,rio 2
191,191.0,191.0,Hugh Jackman,Bruce Davison,Aaron Stanford,Hugh Jackman Bruce Davison Aaron Stanford Bryan Singer Action Adventure Fantasy Sci-Fi Thriller,Bryan Singer,Action Adventure Fantasy Sci-Fi Thriller,x-men 2
192,192.0,192.0,Paul Walker,Vin Diesel,Dwayne Johnson,Paul Walker Vin Diesel Dwayne Johnson Justin Lin Action Crime Thriller,Justin Lin,Action Crime Thriller,fast five
193,193.0,193.0,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Robert Downey Jr. Eddie Marsan Paul Anderson Guy Ritchie Action Adventure Crime Mystery Thriller,Guy Ritchie,Action Adventure Crime Mystery Thriller,sherlock holmes: a game of shadows
194,194.0,194.0,Tony Curran,Vladimir Kulich,Clive Russell,Tony Curran Vladimir Kulich Clive Russell John McTiernan Action Adventure History,John McTiernan,Action Adventure History,the 13th warrior
195,195.0,195.0,Jeremy Renner,Scott Glenn,Stacy Keach,Jeremy Renner Scott Glenn Stacy Keach Tony Gilroy Action Adventure Thriller,Tony Gilroy,Action Adventure Thriller,the bourne legacy
196,196.0,196.0,Michael Gough,Vivica A. Fox,John Glover,Michael Gough Vivica A. Fox John Glover Joel Schumacher Action,Joel Schumacher,Action,batman & robin
197,197.0,197.0,Clint Howard,T.J. Thyne,Molly Shannon,Clint Howard T.J. Thyne Molly Shannon Ron Howard Comedy Family Fantasy,Ron Howard,Comedy Family Fantasy,how the grinch stole christmas
198,198.0,198.0,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Jake Gyllenhaal Dennis Quaid Sela Ward Roland Emmerich Action Adventure Sci-Fi Thriller,Roland Emmerich,Action Adventure Sci-Fi Thriller,the day after tomorrow
199,199.0,199.0,Tom Cruise,Dougray Scott,Richard Roxburgh,Tom Cruise Dougray Scott Richard Roxburgh John Woo Action Adventure Thriller,John Woo,Action Adventure Thriller,mission: impossible ii
200,200.0,200.0,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Karen Allen Mary Elizabeth Mastrantonio Bob Gunton Wolfgang Petersen Action Adventure Drama Thriller,Wolfgang Petersen,Action Adventure Drama Thriller,the perfect storm
201,201.0,201.0,Chris Evans,Ioan Gruffudd,Andre Braugher,Chris Evans Ioan Gruffudd Andre Braugher Tim Story Action Adventure Sci-Fi Thriller,Tim Story,Action Adventure Sci-Fi Thriller,fantastic 4: rise of the silver surfer
202,202.0,202.0,Suraj Sharma,Rafe Spall,Tabu,Suraj Sharma Rafe Spall Tabu Ang Lee Adventure Drama Fantasy,Ang Lee,Adventure Drama Fantasy,life of pi
203,203.0,203.0,Nicolas Cage,Matt Long,Peter Fonda,Nicolas Cage Matt Long Peter Fonda Mark Steven Johnson Action Fantasy Thriller,Mark Steven Johnson,Action Fantasy Thriller,ghost rider
204,204.0,204.0,Matt Damon,Riz Ahmed,Ato Essandoh,Matt Damon Riz Ahmed Ato Essandoh Paul Greengrass Action Thriller,Paul Greengrass,Action Thriller,jason bourne
205,205.0,205.0,Demi Moore,Bernie Mac,Justin Theroux,Demi Moore Bernie Mac Justin Theroux McG Action Adventure Comedy Crime,McG,Action Adventure Comedy Crime,charlie's angels: full throttle
206,206.0,206.0,Michael Fassbender,Charlize Theron,Sean Harris,Michael Fassbender Charlize Theron Sean Harris Ridley Scott Adventure Mystery Sci-Fi,Ridley Scott,Adventure Mystery Sci-Fi,prometheus
207,207.0,207.0,Nathan Lane,Brad Garrett,Melanie Griffith,Nathan Lane Brad Garrett Melanie Griffith Rob Minkoff Adventure Animation Comedy Family Fantasy,Rob Minkoff,Adventure Animation Comedy Family Fantasy,stuart little 2
208,208.0,208.0,Matt Damon,Sharlto Copley,Alice Braga,Matt Damon Sharlto Copley Alice Braga Neill Blomkamp Action Drama Sci-Fi Thriller,Neill Blomkamp,Action Drama Sci-Fi Thriller,elysium
209,209.0,209.0,Vin Diesel,Alexa Davalos,Christina Cox,Vin Diesel Alexa Davalos Christina Cox David Twohy Action Adventure Sci-Fi Thriller,David Twohy,Action Adventure Sci-Fi Thriller,the chronicles of riddick
210,210.0,210.0,Scott Porter,Kick Gurry,Nicholas Elia,Scott Porter Kick Gurry Nicholas Elia Lana Wachowski Action Family Sport,Lana Wachowski,Action Family Sport,speed racer
211,211.0,211.0,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Shelley Conn Domenick Lombardozzi Teyonah Parris James L. Brooks Comedy Drama Romance,James L. Brooks,Comedy Drama Romance,how do you know
212,212.0,212.0,Tom Cruise,Marc Blucas,Jordi Mollà,Tom Cruise Marc Blucas Jordi Mollà James Mangold Action Comedy Romance,James Mangold,Action Comedy Romance,knight and day
213,213.0,213.0,Morgan Freeman,Tom Cruise,Zoë Bell,Morgan Freeman Tom Cruise Zoë Bell Joseph Kosinski Action Adventure Mystery Sci-Fi,Joseph Kosinski,Action Adventure Mystery Sci-Fi,oblivion
214,214.0,214.0,Natalie Portman,Christopher Lee,Hayden Christensen,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi,George Lucas,Action Adventure Fantasy Sci-Fi,star wars: episode iii - revenge of the sith
215,215.0,215.0,Natalie Portman,Christopher Lee,Hayden Christensen,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi,George Lucas,Action Adventure Fantasy Sci-Fi,star wars: episode ii - attack of the clones
216,216.0,216.0,Steve Buscemi,John Ratzenberger,James Coburn,Steve Buscemi John Ratzenberger James Coburn Pete Docter Adventure Animation Comedy Family Fantasy,Pete Docter,Adventure Animation Comedy Family Fantasy,"monsters, inc."
217,217.0,217.0,Hugh Jackman,Tao Okamoto,Rila Fukushima,Hugh Jackman Tao Okamoto Rila Fukushima James Mangold Action Adventure Sci-Fi Thriller,James Mangold,Action Adventure Sci-Fi Thriller,the wolverine
