actor_1_name,actor_2_name,actor_3_name,comb,director_name,genres,movie_title
Toby Stephens,Colin Salmon,Rick Yune,Toby Stephens Colin Salmon Rick Yune Lee Tamahori Action Adventure Thriller,Lee Tamahori,Action Adventure Thriller,die another day
Bruce Willis,Steve Buscemi,Will Patton,Bruce Willis Steve Buscemi Will Patton Michael Bay Action Adventure Sci-Fi Thriller,Michael Bay,Action Adventure Sci-Fi Thriller,armageddon
Will Smith,Rosario Dawson,Rip Torn,Will Smith Rosario Dawson Rip Torn Barry Sonnenfeld Action Adventure Comedy Family Fantasy Mystery Sci-Fi,Barry Sonnenfeld,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,men in black ii
Robin Wright,Anthony Hopkins,Sebastian Roché,Robin Wright Anthony Hopkins Sebastian Roché Robert Zemeckis Action Adventure Animation Fantasy,Robert Zemeckis,Action Adventure Animation Fantasy,beowulf
J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,J.K. Simmons Angelina Jolie Pitt Wayne Knight Alessandro Carloni Action Adventure Animation Comedy Family,Alessandro Carloni,Action Adventure Animation Comedy Family,kung fu panda 3
Tom Cruise,Jeremy Renner,Michael Nyqvist,Tom Cruise Jeremy Renner Michael Nyqvist Brad Bird Action Adventure Thriller,Brad Bird,Action Adventure Thriller,mission: impossible - ghost protocol
Hugh Jackman,Kamil McFadden,Khamani Griffin,Hugh Jackman Kamil McFadden Khamani Griffin Peter Ramsey Adventure Animation Family Fantasy,Peter Ramsey,Adventure Animation Family Fantasy,rise of the guardians
John Michael Higgins,Richard Burgi,David Herman,John Michael Higgins Richard Burgi David Herman Dean Parisot Comedy Crime,Dean Parisot,Comedy Crime,fun with dick and jane
Tom Cruise,Tony Goldwyn,Chad Lindberg,Tom Cruise Tony Goldwyn Chad Lindberg Edward Zwick Action Drama History War,Edward Zwick,Action Drama History War,the last samurai
Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,Chris Hemsworth Leonard Nimoy Bruce Greenwood J.J. Abrams Action Adventure Sci-Fi,J.J. Abrams,Action Adventure Sci-Fi,star trek
J.K. Simmons,James Franco,Kirsten Dunst,J.K. Simmons James Franco Kirsten Dunst Sam Raimi Action Adventure Fantasy Romance,Sam Raimi,Action Adventure Fantasy Romance,spider-man
Gerard Butler,Djimon Hounsou,America Ferrera,Gerard Butler Djimon Hounsou America Ferrera Dean DeBlois Action Adventure Animation Comedy Family Fantasy,Dean DeBlois,Action Adventure Animation Comedy Family Fantasy,how to train your dragon 2
Gerard Butler,Elodie Yung,Bryan Brown,Gerard Butler Elodie Yung Bryan Brown Alex Proyas Action Adventure Fantasy,Alex Proyas,Action Adventure Fantasy,gods of egypt
Sam Shepard,Joe Morton,Richard Roxburgh,Sam Shepard Joe Morton Richard Roxburgh Rob Cohen Action Adventure Sci-Fi Thriller,Rob Cohen,Action Adventure Sci-Fi Thriller,stealth
Matt Frewer,Billy Crudup,Stephen McHattie,Matt Frewer Billy Crudup Stephen McHattie Zack Snyder Action Drama Mystery Sci-Fi,Zack Snyder,Action Drama Mystery Sci-Fi,watchmen
Jet Li,Rene Russo,Darlene Love,Jet Li Rene Russo Darlene Love Richard Donner Action Crime Thriller,Richard Donner,Action Crime Thriller,lethal weapon 4
Kevin Rankin,Regi Davis,Celia Weston,Kevin Rankin Regi Davis Celia Weston Ang Lee Action Sci-Fi,Ang Lee,Action Sci-Fi,hulk
Channing Tatum,Dwayne Johnson,Elodie Yung,Channing Tatum Dwayne Johnson Elodie Yung Jon M. Chu Action Adventure Sci-Fi Thriller,Jon M. Chu,Action Adventure Sci-Fi Thriller,g.i. joe: retaliation
Steve Buscemi,Ming-Na Wen,Jean Simmons,Steve Buscemi Ming-Na Wen Jean Simmons Hironobu Sakaguchi Action Adventure Animation Fantasy Romance Sci-Fi,Hironobu Sakaguchi,Action Adventure Animation Fantasy Romance Sci-Fi,final fantasy: the spirits within
Chris Evans,Dominic Cooper,Hayley Atwell,Chris Evans Dominic Cooper Hayley Atwell Joe Johnston Action Adventure Sci-Fi,Joe Johnston,Action Adventure Sci-Fi,captain america: the first avenger
Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Michael Apted Action Adventure Thriller,Michael Apted,Action Adventure Thriller,the world is not enough
James D'Arcy,Lee Ingleby,David Threlfall,James D'Arcy Lee Ingleby David Threlfall Peter Weir Action Adventure Drama History War,Peter Weir,Action Adventure Drama History War,master and commander: the far side of the world
Robin Williams,Brad Pitt,Common,Robin Williams Brad Pitt Common George Miller Animation Comedy Family Musical,George Miller,Animation Comedy Family Musical,happy feet 2
Ty Burrell,Peter Mensah,William Hurt,Ty Burrell Peter Mensah William Hurt Louis Leterrier Action Adventure Sci-Fi,Louis Leterrier,Action Adventure Sci-Fi,the incredible hulk
Don Johnson,Philip Michael Thomas,John Diehl,Don Johnson Philip Michael Thomas John Diehl unknown Action Crime Drama Mystery Thriller,unknown,Action Crime Drama Mystery Thriller,miami vice            
Mark Rylance,Penelope Wilton,Rafe Spall,Mark Rylance Penelope Wilton Rafe Spall Steven Spielberg Adventure Family Fantasy,Steven Spielberg,Adventure Family Fantasy,the bfg
Leonardo DiCaprio,Tom Hardy,Lukas Haas,Leonardo DiCaprio Tom Hardy Lukas Haas Alejandro G. Iñárritu Adventure Drama Thriller Western,Alejandro G. Iñárritu,Adventure Drama Thriller Western,the revenant
Ryan Reynolds,Snoop Dogg,Ben Schwartz,Ryan Reynolds Snoop Dogg Ben Schwartz David Soren Adventure Animation Comedy Family Sport,David Soren,Adventure Animation Comedy Family Sport,turbo
Johnny Depp,Ray Winstone,Stephen Root,Johnny Depp Ray Winstone Stephen Root Gore Verbinski Adventure Animation Comedy Family Western,Gore Verbinski,Adventure Animation Comedy Family Western,rango
Benedict Cumberbatch,Annet Mahendru,Andy Richter,Benedict Cumberbatch Annet Mahendru Andy Richter Eric Darnell Adventure Animation Comedy Family,Eric Darnell,Adventure Animation Comedy Family,penguins of madagascar
Matt Damon,Edgar Ramírez,Albert Finney,Matt Damon Edgar Ramírez Albert Finney Paul Greengrass Action Mystery Thriller,Paul Greengrass,Action Mystery Thriller,the bourne ultimatum
Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Angelina Jolie Pitt Wayne Knight Dan Fogler Mark Osborne Action Adventure Animation Comedy Family,Mark Osborne,Action Adventure Animation Comedy Family,kung fu panda
Judy Greer,Hayley Atwell,T.I.,Judy Greer Hayley Atwell T.I. Peyton Reed Action Adventure Comedy Sci-Fi,Peyton Reed,Action Adventure Comedy Sci-Fi,ant-man
Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Francis Lawrence Adventure Sci-Fi Thriller,Francis Lawrence,Adventure Sci-Fi Thriller,the hunger games: catching fire
Robert Pattinson,Kristen Stewart,Taylor Lautner,Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon Adventure Drama Fantasy Romance,Bill Condon,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2
Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Tom Cruise Lisa Ann Walter Rick Gonzalez Steven Spielberg Adventure Sci-Fi Thriller,Steven Spielberg,Adventure Sci-Fi Thriller,war of the worlds
Will Smith,Henry Rollins,Jordi Mollà,Will Smith Henry Rollins Jordi Mollà Michael Bay Action Comedy Crime Thriller,Michael Bay,Action Comedy Crime Thriller,bad boys ii
Salma Hayek,Constance Marie,Amy Sedaris,Salma Hayek Constance Marie Amy Sedaris Chris Miller Action Adventure Animation Comedy Family Fantasy,Chris Miller,Action Adventure Animation Comedy Family Fantasy,puss in boots
Angelina Jolie Pitt,Andre Braugher,August Diehl,Angelina Jolie Pitt Andre Braugher August Diehl Phillip Noyce Action Crime Mystery Thriller,Phillip Noyce,Action Crime Mystery Thriller,salt
Anthony Hopkins,Emma Watson,Logan Lerman,Anthony Hopkins Emma Watson Logan Lerman Darren Aronofsky Action Adventure Drama,Darren Aronofsky,Action Adventure Drama,noah
Toby Jones,Mackenzie Crook,Tony Curran,Toby Jones Mackenzie Crook Tony Curran Steven Spielberg Action Adventure Family Mystery,Steven Spielberg,Action Adventure Family Mystery,the adventures of tintin
Daniel Radcliffe,Gary Oldman,Rupert Grint,Daniel Radcliffe Gary Oldman Rupert Grint Alfonso Cuarón Adventure Family Fantasy Mystery,Alfonso Cuarón,Adventure Family Fantasy Mystery,harry potter and the prisoner of azkaban
Essie Davis,Bryan Brown,Eddie Baroo,Essie Davis Bryan Brown Eddie Baroo Baz Luhrmann Adventure Drama Romance War,Baz Luhrmann,Adventure Drama Romance War,australia
Will Smith,Zoë Kravitz,Glenn Morshower,Will Smith Zoë Kravitz Glenn Morshower M. Night Shyamalan Action Adventure Sci-Fi,M. Night Shyamalan,Action Adventure Sci-Fi,after earth
Alfre Woodard,D.B. Sweeney,Della Reese,Alfre Woodard D.B. Sweeney Della Reese Eric Leighton Adventure Animation Family Thriller,Eric Leighton,Adventure Animation Family Thriller,dinosaur
Rupert Grint,Dave Legeno,Ralph Ineson,Rupert Grint Dave Legeno Ralph Ineson Matt Birch Action Fantasy,Matt Birch,Action Fantasy,harry potter and the deathly hallows: part ii
Robin Williams,Rami Malek,Steve Coogan,Robin Williams Rami Malek Steve Coogan Shawn Levy Adventure Comedy Family Fantasy,Shawn Levy,Adventure Comedy Family Fantasy,night at the museum: secret of the tomb
J.K. Simmons,Brad Pitt,Will Ferrell,J.K. Simmons Brad Pitt Will Ferrell Tom McGrath Action Animation Comedy Family Sci-Fi,Tom McGrath,Action Animation Comedy Family Sci-Fi,megamind
Daniel Radcliffe,Fiona Shaw,Verne Troyer,Daniel Radcliffe Fiona Shaw Verne Troyer Chris Columbus Adventure Family Fantasy,Chris Columbus,Adventure Family Fantasy,harry potter and the sorcerer's stone
Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Ryan Reynolds Jeff Bridges Stephanie Szostak Robert Schwentke Action Comedy Fantasy,Robert Schwentke,Action Comedy Fantasy,r.i.p.d.
Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Hideaki Anno Action Adventure Drama Horror Sci-Fi,Hideaki Anno,Action Adventure Drama Horror Sci-Fi,godzilla resurgence
Johnny Depp,Orlando Bloom,Jack Davenport,Johnny Depp Orlando Bloom Jack Davenport Gore Verbinski Action Adventure Fantasy,Gore Verbinski,Action Adventure Fantasy,pirates of the caribbean: the curse of the black pearl
Rupert Grint,Toby Jones,Alfred Enoch,Rupert Grint Toby Jones Alfred Enoch Matt Birch Fantasy,Matt Birch,Fantasy,harry potter and the deathly hallows: part i
Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Francis Lawrence Adventure Sci-Fi Thriller,Francis Lawrence,Adventure Sci-Fi Thriller,the hunger games: mockingjay - part 1
Tom Hanks,Seth Gabel,Jürgen Prochnow,Tom Hanks Seth Gabel Jürgen Prochnow Ron Howard Mystery Thriller,Ron Howard,Mystery Thriller,the da vinci code
Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Miguel Ferrer Rachel Crow Jeffrey Garcia Carlos Saldanha Adventure Animation Comedy Family Musical,Carlos Saldanha,Adventure Animation Comedy Family Musical,rio 2
Hugh Jackman,Bruce Davison,Aaron Stanford,Hugh Jackman Bruce Davison Aaron Stanford Bryan Singer Action Adventure Fantasy Sci-Fi Thriller,Bryan Singer,Action Adventure Fantasy Sci-Fi Thriller,x-men 2
Paul Walker,Vin Diesel,Dwayne Johnson,Paul Walker Vin Diesel Dwayne Johnson Justin Lin Action Crime Thriller,Justin Lin,Action Crime Thriller,fast five
Robert Downey Jr.,Eddie Marsan,Paul Anderson,Robert Downey Jr. Eddie Marsan Paul Anderson Guy Ritchie Action Adventure Crime Mystery Thriller,Guy Ritchie,Action Adventure Crime Mystery Thriller,sherlock holmes: a game of shadows
Tony Curran,Vladimir Kulich,Clive Russell,Tony Curran Vladimir Kulich Clive Russell John McTiernan Action Adventure History,John McTiernan,Action Adventure History,the 13th warrior
Jeremy Renner,Scott Glenn,Stacy Keach,Jeremy Renner Scott Glenn Stacy Keach Tony Gilroy Action Adventure Thriller,Tony Gilroy,Action Adventure Thriller,the bourne legacy
Michael Gough,Vivica A. Fox,John Glover,Michael Gough Vivica A. Fox John Glover Joel Schumacher Action,Joel Schumacher,Action,batman & robin
Clint Howard,T.J. Thyne,Molly Shannon,Clint Howard T.J. Thyne Molly Shannon Ron Howard Comedy Family Fantasy,Ron Howard,Comedy Family Fantasy,how the grinch stole christmas
Jake Gyllenhaal,Dennis Quaid,Sela Ward,Jake Gyllenhaal Dennis Quaid Sela Ward Roland Emmerich Action Adventure Sci-Fi Thriller,Roland Emmerich,Action Adventure Sci-Fi Thriller,the day after tomorrow
Tom Cruise,Dougray Scott,Richard Roxburgh,Tom Cruise Dougray Scott Richard Roxburgh John Woo Action Adventure Thriller,John Woo,Action Adventure Thriller,mission: impossible ii
Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Karen Allen Mary Elizabeth Mastrantonio Bob Gunton Wolfgang Petersen Action Adventure Drama Thriller,Wolfgang Petersen,Action Adventure Drama Thriller,the perfect storm
Chris Evans,Ioan Gruffudd,Andre Braugher,Chris Evans Ioan Gruffudd Andre Braugher Tim Story Action Adventure Sci-Fi Thriller,Tim Story,Action Adventure Sci-Fi Thriller,fantastic 4: rise of the silver surfer
Suraj Sharma,Rafe Spall,Tabu,Suraj Sharma Rafe Spall Tabu Ang Lee Adventure Drama Fantasy,Ang Lee,Adventure Drama Fantasy,life of pi
Nicolas Cage,Matt Long,Peter Fonda,Nicolas Cage Matt Long Peter Fonda Mark Steven Johnson Action Fantasy Thriller,Mark Steven Johnson,Action Fantasy Thriller,ghost rider
Matt Damon,Riz Ahmed,Ato Essandoh,Matt Damon Riz Ahmed Ato Essandoh Paul Greengrass Action Thriller,Paul Greengrass,Action Thriller,jason bourne
Demi Moore,Bernie Mac,Justin Theroux,Demi Moore Bernie Mac Justin Theroux McG Action Adventure Comedy Crime,McG,Action Adventure Comedy Crime,charlie's angels: full throttle
Michael Fassbender,Charlize Theron,Sean Harris,Michael Fassbender Charlize Theron Sean Harris Ridley Scott Adventure Mystery Sci-Fi,Ridley Scott,Adventure Mystery Sci-Fi,prometheus
Nathan Lane,Brad Garrett,Melanie Griffith,Nathan Lane Brad Garrett Melanie Griffith Rob Minkoff Adventure Animation Comedy Family Fantasy,Rob Minkoff,Adventure Animation Comedy Family Fantasy,stuart little 2
Matt Damon,Sharlto Copley,Alice Braga,Matt Damon Sharlto Copley Alice Braga Neill Blomkamp Action Drama Sci-Fi Thriller,Neill Blomkamp,Action Drama Sci-Fi Thriller,elysium
Vin Diesel,Alexa Davalos,Christina Cox,Vin Diesel Alexa Davalos Christina Cox David Twohy Action Adventure Sci-Fi Thriller,David Twohy,Action Adventure Sci-Fi Thriller,the chronicles of riddick
Scott Porter,Kick Gurry,Nicholas Elia,Scott Porter Kick Gurry Nicholas Elia Lana Wachowski Action Family Sport,Lana Wachowski,Action Family Sport,speed racer
Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Shelley Conn Domenick Lombardozzi Teyonah Parris James L. Brooks Comedy Drama Romance,James L. Brooks,Comedy Drama Romance,how do you know
Tom Cruise,Marc Blucas,Jordi Mollà,Tom Cruise Marc Blucas Jordi Mollà James Mangold Action Comedy Romance,James Mangold,Action Comedy Romance,knight and day
Morgan Freeman,Tom Cruise,Zoë Bell,Morgan Freeman Tom Cruise Zoë Bell Joseph Kosinski Action Adventure Mystery Sci-Fi,Joseph Kosinski,Action Adventure Mystery Sci-Fi,oblivion
Natalie Portman,Christopher Lee,Hayden Christensen,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi,George Lucas,Action Adventure Fantasy Sci-Fi,star wars: episode iii - revenge of the sith
Natalie Portman,Christopher Lee,Hayden Christensen,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi,George Lucas,Action Adventure Fantasy Sci-Fi,star wars: episode ii - attack of the clones
Steve Buscemi,John Ratzenberger,James Coburn,Steve Buscemi John Ratzenberger James Coburn Pete Docter Adventure Animation Comedy Family Fantasy,Pete Docter,Adventure Animation Comedy Family Fantasy,"monsters, inc."
Hugh Jackman,Tao Okamoto,Rila Fukushima,Hugh Jackman Tao Okamoto Rila Fukushima James Mangold Action Adventure Sci-Fi Thriller,James Mangold,Action Adventure Sci-Fi Thriller,the wolverine
Natalie Portman,Liam Neeson,Ian McDiarmid,Natalie Portman Liam Neeson Ian McDiarmid George Lucas Action Adventure Fantasy Sci-Fi,George Lucas,Action Adventure Fantasy Sci-Fi,star wars: episode i - the phantom menace
Ryan Reynolds,Emma Stone,Nicolas Cage,Ryan Reynolds Emma Stone Nicolas Cage Kirk De Micco Adventure Animation Comedy Family Fantasy,Kirk De Micco,Adventure Animation Comedy Family Fantasy,the croods
Alain Delon,Santiago Segura,Vanessa Hessler,Alain Delon Santiago Segura Vanessa Hessler Frédéric Forestier Adventure Comedy Family Fantasy,Frédéric Forestier,Adventure Comedy Family Fantasy,asterix at the olympic games
Nicolas Cage,Roger Willie,Noah Emmerich,Nicolas Cage Roger Willie Noah Emmerich John Woo Action Drama War,John Woo,Action Drama War,windtalkers
Chris Hemsworth,Sam Claflin,Charlize Theron,Chris Hemsworth Sam Claflin Charlize Theron Cedric Nicolas-Troyan Action Adventure Drama Fantasy,Cedric Nicolas-Troyan,Action Adventure Drama Fantasy,the huntsman: winter's war
Phaldut Sharma,Basher Savage,Amy Warren,Phaldut Sharma Basher Savage Amy Warren Alfonso Cuarón Adventure Drama Sci-Fi Thriller,Alfonso Cuarón,Adventure Drama Sci-Fi Thriller,gravity
Jamie Renée Smith,Grant Heslov,Tzi Ma,Jamie Renée Smith Grant Heslov Tzi Ma Roger Donaldson Action Adventure Thriller,Roger Donaldson,Action Adventure Thriller,dante's peak
Stephen Amell,Noel Fisher,Brad Garrett,Stephen Amell Noel Fisher Brad Garrett Dave Green Action Adventure Comedy Sci-Fi,Dave Green,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles: out of the shadows
Robin Williams,Rami Malek,Steve Coogan,Robin Williams Rami Malek Steve Coogan Shawn Levy Action Adventure Comedy Family Fantasy,Shawn Levy,Action Adventure Comedy Family Fantasy,night at the museum
Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,Dwayne Johnson Ioan Gruffudd Archie Panjabi Brad Peyton Action Adventure Drama Thriller,Brad Peyton,Action Adventure Drama Thriller,san andreas
Vincent Schiavelli,Colin Salmon,Joe Don Baker,Vincent Schiavelli Colin Salmon Joe Don Baker Roger Spottiswoode Action Adventure Thriller,Roger Spottiswoode,Action Adventure Thriller,tomorrow never dies
Heath Ledger,Adam Baldwin,Tom Wilkinson,Heath Ledger Adam Baldwin Tom Wilkinson Roland Emmerich Action Drama History War,Roland Emmerich,Action Drama History War,the patriot
Brad Pitt,Julia Roberts,Mini Anden,Brad Pitt Julia Roberts Mini Anden Steven Soderbergh Crime Thriller,Steven Soderbergh,Crime Thriller,ocean's twelve
Brad Pitt,Angelina Jolie Pitt,Stephanie March,Brad Pitt Angelina Jolie Pitt Stephanie March Doug Liman Action Comedy Crime Romance Thriller,Doug Liman,Action Comedy Crime Romance Thriller,mr. & mrs. smith
Kate Winslet,Theo James,Mekhi Phifer,Kate Winslet Theo James Mekhi Phifer Robert Schwentke Adventure Sci-Fi Thriller,Robert Schwentke,Adventure Sci-Fi Thriller,insurgent
Leonardo DiCaprio,Adam Scott,Frances Conroy,Leonardo DiCaprio Adam Scott Frances Conroy Martin Scorsese Biography Drama,Martin Scorsese,Biography Drama,the aviator
James Corden,Catherine Tate,Olly Alexander,James Corden Catherine Tate Olly Alexander Rob Letterman Adventure Comedy Family Fantasy,Rob Letterman,Adventure Comedy Family Fantasy,gulliver's travels
